Indicator,Definition,Notes,Disclosure
Enterprise mitigations,Does the developer disclose additional or specialized mitigations for enterprise users?,"Enterprise users are, for example, large organizations with dedicated service agreements or users of enterprise-specific API deployments or products and services. Additional or specialized mitigations may address enterprise needs such as data privacy controls, advanced prompt/response monitoring, or compliance checks with regulations such as GDPR or HIPAA. Additional or specialized mitigations may include single-tenant deployments, custom filters for specific regulated industries, or advanced logging for compliance. We will award a point if the developer at least describes these mitigations or states that it does not provide such additional or specialized enterprise mitigations.","Alibaba Cloud Model Studio provides dedicated VPC network deployment for enterprise data security (URL: https://www.alibabacloud.com/en/product/modelstudio)
PrivateLink support for secure enterprise data transmission and dedicated VPC connections (URL: https://www.alibabacloud.com/en/product/modelstudio)
Enterprise-level data access management and data disclosure management capabilities (URL: https://www.alibabacloud.com/en/product/modelstudio)
GDPR compliance support with Standard Contractual Clauses for EU data transfers (URL: https://www.alibabacloud.com/trust-center/gdpr)
HIPAA compliance with Business Associate Agreement (BAA) support (URL: https://www.alibabacloud.com/trust-center/hipaa)
Data isolation between R&D and production environments (URL: https://www.alibabacloud.com/en/product/modelstudio)
Customizable content governance and monitoring for compliance (URL: https://www.alibabacloud.com/en/product/modelstudio)
Advanced logging and encryption for enterprise data in OSS (URL: https://www.alibabacloud.com/en/product/modelstudio)"
Detection of machine-generated content,Are mechanisms that are used for detecting content generated by this model disclosed?,"A mechanism for detecting machine-generated content might include storing a copy of all outputs generated by the model to compare against, implementing a watermark on model outputs, adding cryptographic metadata (such as C2PA), or training a detector post-hoc to identify such content. We will award this point if any such mechanism is disclosed or if the developer reports that it does not have or use any such mechanism.","Alibaba Cloud offers AI-generated image identification service through Content Moderation 2.0 (URL: https://www.alibabacloud.com/help/en/content-moderation/latest/image-audit-enhanced-edition-detects-aigc-infringement)
Alibaba Cloud provides content moderation and watermarking services for data security through DLP solutions (URL: https://www.alibabacloud.com/help/en/sase/user-guide/manage-watermarks-to-ensure-data-security)"
Documentation for responsible use,Does the developer provide documentation for responsible use by downstream developers?,"To receive a point, the developer should provide documentation for responsible use. This might include details on how to adjust API settings to promote responsible use, descriptions of how to implement mitigations, or guidelines for responsible use. We will also award this point if the developer states that it does not provide any such documentation. For example, the developer might state that the model is offered as is and downstream developers are accountable for using the model responsibly.",No information provided.
Permitted and prohibited users,Is a description of who can and cannot use the model on the top-5 distribution channels disclosed?,We will award this point for a description of the company's policies for permitted and prohibitted users on its top-5 distribution channels. We will award this point if the developer has a more general acceptable use policy that it confirms applies across these distribution channels. We will award this point if there are no restrictions on users.,"""I. Account Registration and Security
1. Minimum Age. You must be at least 18 years old or the age of majority in your jurisdiction, whichever is higher, in order to access or use the Services. If you are younger than 18 years old or the age of majority in your jurisdiction, you must not access or use the Services.""

Alibaba Cloud Model Studio has general terms of service but no specific user restrictions disclosed for Qwen3-235B-A22B (URL: https://www.alibabacloud.com/help/en/legal/latest/alibaba-cloud-international-website-product-terms-of-service-v-3-8-0)

Qwen3-235B-A22B is released under Apache 2.0 license according to the blog post (URL: https://qwenlm.github.io/blog/qwen3/)"
"Permitted, restricted, and prohibited uses","Which uses are explicitly allowed, conditionally permitted, or strictly disallowed under the acceptable use policy for the top-5 distribution channels?","We will award this point for a rough characterization of two or more of permitted, restricted, and prohibited uses across the top-5 distribution channels. We will award this point if the developer has a more general acceptable use policy that it confirms applies across these distribution channels. We will award this point if there are no restrictions on users.","""II. Use of Our Services
You agree that you shall access and use our Services only in compliance with all applicable laws as well as these Terms, third party rights (including without limitation contractual and Intellectual Property Rights), any documentation, guidelines, or policies we may post on or make available via the Services, and any additional terms and conditions as we may specify from time to time.

1. What You Cannot Do. Without prejudice to the generality of the foregoing, you shall not do or attempt to do any of the following:

(a) recompile, decompile, disassemble, reverse engineer, or determine or attempt to determine any source code, algorithms, methods, techniques, or any underlying components (including without limitation the training data, model, parameters, or weights);
(b) interact with, extract, or download any information, data or content from the Services (including without limitation the Outputs) in an automated manner;
(c) scrape, mine, or distil any information, data or content from the Services (including without limitation the Outputs) whether using scripts, engines, software, tools, agents, devices, data mining tools, scraping techniques, distillation techniques, or other means or mechanisms, in each case whether manual or automated;
(d) create, recreate, distribute, or advertise an index of any significant portion of the information, data, or content (including without limitation the Outputs) made available via the Services;
(e) use any information, data, or content (including without limitation the Outputs) made available via the Services to develop or improve any products or services (including without limitation any models) that compete with or are similar in functionality to the Services (or any aspect thereof);
(f) use the Services or Outputs to obtain unauthorized access to any system or information or to deceive any person;
(g) access or use the Services or Outputs in any way that may infringe, misappropriate, or violate any applicable law or third party rights (including without limitation any Intellectual Property Rights or rights of publicity or privacy);
(h) probe, scan, test the vulnerability of or attempt to circumvent any security or authentication measures or features, functionalities, data, information or content that you are not authorised to access;
(i) interfere with, 'jailbreak', or disrupt the proper working of the Services (or any part thereof), and/or any website or any networks connected to the Services, whether via 'prompt injections' or otherwise;
(j) access or use the Services or Outputs in any way that may abuse, harm, interfere with, or disrupt the integrity or performance of our Services or any person's enjoyment or legitimate use of the same; and/or
(k) engage in any conduct that restricts or inhibits any person from using or enjoying our Services, or that we reasonably believe exposes us or any of our users, affiliates, or any other third party to any liability, damages, or detriment of any type, including reputational harm.
2. Usage Policy.You agree that it is a continuing condition of your access and/or use of the Services that you comply at all times with our Usage Policy or via such other means as we may specify from time to time. Please review our Usage Policy carefully before using our Services. We may use automated detection and monitoring mechanisms to identify and act upon non-compliance with our Usage Policy. Without prejudice to generality of the foregoing, you further agree that:

2.1 Do not compromise critical infrastructure or national security;
2.2 Do not use the Services to generate any content for political campaigns;
2.3 Do not Incite, facilitate, or promote violent extremism, terrorism, or hateful behavior;
2.4 Do not submit content or create any sexually explicit or suggestive content, and other visually shocking or disturbing content;
2.5 Do not compromise children’s safety;
2.6 Do not compromise someone’s privacy or identity;
2.7 Do not submit content or create any content that are inherently disrespectful, aggressive, hateful, or otherwise abusive;
2.8 Do not spread misinformation;
2.9 Do not perform or facilitate the activities that may significantly affect the safety, wellbeing, or rights of others, such as providing tailored legal, medical/health, or financial advice, making automated decisions in domains that affect an individual’s rights or well-being, etc."" Section III User content(c) the Prompts (in whole or in part):

(i) are not offensive, inappropriate, illegal, or objectionable in any way;
(ii) are not pornographic, nor do they contain profanity;
(iii) are not defamatory or libellous;
(iv) are not inaccurate, false, or misleading;
(v) are not confidential or proprietary;
(vi) do not contain any harmful inputs, code, or files that contain viruses, trojans, worms, time bombs, logic bombs or other material that is malicious or technologically harmful;
(vii) do not contain any 'prompt injections' or other inputs intended or likely to circumvent any controls or restrictions in connection with the Services, or cause the Services to behave in an unexpected or unintended manner;
(viii) meet all requirements applicable in relation to content published on the Internet or other electronic platforms, including without limitation under applicable law and codes of practice issued by competent government authorities and agencies; and
(ix) will not expose us or any of our users to any harm or liability of any kind.

Qwen3-235B-A22B is released under Apache 2.0 license according to the blog post (URL: https://qwenlm.github.io/blog/qwen3/)"
AUP enforcement process,What are the methods used by the developer to enforce the acceptable policy?,"We will award this point if the developer discloses the processes (automated or manual) it uses to detect, review, and respond to potential acceptable use policy violations. We will award this point for a reasonable best-effort attempt to provide the bulk of this information, though one line indicating the developer reserves the right to terminate accounts is insufficient. Alternatively, we will award this point if the developer reports that it does not use such methods to enforce its acceptable use policy.","""II Use of Our Services.  Please review our Usage Policy carefully before using our Services. We may use automated detection and monitoring mechanisms to identify and act upon non-compliance with our Usage Policy. """
AUP enforcement frequency,Are statistics on the developer's AUP enforcement disclosed?,"We will award this point if the developer discloses enforcement statistics (e.g., violation counts or actions taken) from its enforcement of its acceptable use policy. Alternatively, we will award this point if the developer reports that it does not enforce its acceptable use policy.",No information provided about statistics on the developer's AUP enforcement. 
Regional policy variations,Are differences in the developer's acceptable use or model behavior policy across geographic regions disclosed?,"We will award this point if the developer discloses distinctions in its AUP or MBP and provides examples of differences in multiple specific regions, or states that no differences exist. For example, some jurisdictions impose content restrictions beyond those in the developer’s global policy that may necessesitate local deviations.",Alibaba Cloud terms refer to potential differences by region (URL: https://www.alibabacloud.com/help/en/legal/latest/alibaba-cloud-international-website-product-terms-of-service-v-3-8-0)
Oversight mechanism,Does the developer have an internal or external body that reviews core issues regarding the model prior to deployment?,"We will award this point if the developer discloses that is has such an internal or external body and provides some description of its scope, or alternatively if the developer discloses that it has no such body. An oversight mechanism covers governance structure beyond mere external risk evaluation, asking whether a formal body regularly reviews design and deployment decisions. Core issues may include model objectives, data usage, or risk mitigation.",No information provided about oversight mechanisms.
Whistleblower protection,Does the developer disclose a whistleblower protection policy?,"We will award this point if the developer discloses (i) the existence of a whistleblower protection policy, (ii) what protections are afforded to whistleblowers, (iii) how reports are handled and investigated, and (iv) any external oversight of the whistleblower protection process. This might include protections for whistleblowers who report safety, ethical, or legal concerns related to the model. We will also award this point if the developer discloses that it has no such policy.",No information provided about whistleblower protection policies.
Government commitments,What commitments has the developer made to government bodies?,We will award this point if the company provides an exhaustive list of commitments it has made to government bodies in the jurisdictions where it offers its model.,Alibaba is a participant in the China AI Safety and Security Commitments Framework.
