Indicator,Definition,Notes,Disclosure
Internal product and service mitigations,"For internal products or services using the model, are downstream mitigations against adversarial attacks disclosed?","An internal product or service is a product or service built by the developer. Adversarial attacks include prompt injection, jailbreaking, or malicious queries. Mitigations against adversarial attacks might include specialized prompt filtering, content scanning, or real-time monitoring of queries or accounts. We will award this point if the developer discloses a clear statement of methods used (e.g., a specialized prompt sanitizer or adversarial pattern detector), or if the developer states it does not implement such product-level mitigations against adversarial attacks.","Watsonx.ai is the primary IBM product offering leveraging Granite.  Designed as a developer platform for building with LLMs, watsonx.ai provides configurable guardrails that use a combination of BERT-based detectors for HAP/PII, and Granite Guardian, which is an LLM-based detector for users to safeguard their AI applications against harmful content, jailbreaking attempts, prompt injections, etc. These items are available via dedicated detection APIs offered on the product that the developer can implement into their solution.

We have provided additional information on Granite Guardian in Question 89, below.

"
External developer mitigations,Does the developer provide built-in or recommended mitigations against adversarial attacks for downstream developers?,"Downstream developers are developers who access the model through a distribution channel. Adversarial attacks include prompt injection, jailbreaking, or malicious queries. Mitigations against adversarial attacks that developers might build in or recommend include content filtering endpoints and recommended prompt templates. We will award this point if the developer discloses (i) technical mitigations (e.g., a developer provided moderation API or classifier) it offers or implements, (ii) recommended best practices or libraries for downstream developers, or (iii) an explicit statement that it does not build or recommend any particular downstream mitigations in this way.. ","Yes, when deploying Granite models (or any foundation models) responsibly, downstream developers and consumers/users of models should deploy models with guardrails enabled. IBM has opensourced Granite Guardian models explicitly for this purpose. The Guardian models cover jailbreaks (incl prompt injection attacks) and go even further to cover a comprehensive taxonomy of unsafe prompts (malicious queries) and model outputs.  When accessed via watsonx.ai, granite guardian moderating can be easily configured using the ""moderations"" parameter in the watsonx.ai api endpoint, described at https://cloud.ibm.com/apidocs/watsonx-ai#deployments-text-generation.

Brief overview of Granite Guardian: 

We have developed Granite Guardian using a comprehensive harm risk taxonomy and have expanded its capabilities to detect hallucinations. The risk taxonomy covers the following thematic areas:

1.	Harm 
2.	Social bias
3.	Profanity
4.	Sexual content
5.	Unethical behavior
6.	Violence
7.	Harm engagement
8.	Evasiveness
9.	Jailbreaking
10.	RAG Safety – Groundedness
11.	RAG Safety – Context relevance
12.	RAG Safety – Answer relevance
13.	Agentic Safety – Function calling hallucination

Intended Use:

Granite Guardian is useful for risk detection use-cases which are applicable across a wide-range of enterprise applications -
-	Detecting harm-related risks within prompt text, model responses, or conversations (as guardrails). These present fundamentally different use cases as the first assesses user supplied text, the second evaluates model generated text, and the third evaluates the last turn of a conversation.
-	RAG (retrieval-augmented generation) use-case where the guardian model assesses three key issues: context relevance (whether the retrieved context is relevant to the query), groundedness (whether the response is accurate and faithful to the provided context), and answer relevance (whether the response directly addresses the user's query).
-	Function calling risk detection within agentic workflows, where Granite Guardian evaluates intermediate steps for syntactic and semantic hallucinations. This includes assessing the validity of function calls and detecting fabricated information, particularly during query translation.


Resources:
-	You may read more about the Granite Guardian models at the following link: https://github.com/ibm-granite/granite-guardian. 
-	Please also refer to page 13 in the Responsible Use Guide for IBM Granite at the following link: https://www.ibm.com/granite/docs/resources/responsible-use-guide.pdf."
Enterprise mitigations,Does the developer disclose additional or specialized mitigations for enterprise users?,"Enterprise users are, for example, large organizations with dedicated service agreements or users of enterprise-specific API deployments or products and services. Additional or specialized mitigations may address enterprise needs such as data privacy controls, advanced prompt/response monitoring, or compliance checks with regulations such as GDPR or HIPAA. Additional or specialized mitigations may include single-tenant deployments, custom filters for specific regulated industries, or advanced logging for compliance. We will award a point if the developer at least describes these mitigations or states that it does not provide such additional or specialized enterprise mitigations.","Enterprise users accessing Granite models from watsonx.ai get certain IP Indemnification protections from IBM covering their use. Open source use of Granite does not qualify for this protection (https://www.ibm.com/docs/en/watsonx/saas?topic=models-choosing-model#indemno.).  As watsonx.ai is an enterprise offering, designed for enabling custom deployments in any on-prem or hybrid coud environment, enterprise customers can configure the install location to best suite their needs.  As covered in Question 89, IBM also makes Granite Guardian available for use in watsonx.ai, so that users can set custom guardrails depending on their needs.  IBM provides further information on security and privacy r/e model use on watsonx.ai here: https://dataplatform.cloud.ibm.com/docs/content/wsj/analyze-data/fm-security.html?context=wx&utm_source=chatgpt.com. Some example relevant text include:
• IBM does not use your work to improve IBM models.
• Text that you add to or submit in the Prompt Lab or API is not stored unless you save it.
• IBM does not monitor or log foundation model input.
• If watsonx.governance is provisioned, you can optionally monitor foundation model input.
• Prompt remains encrypted while in transit.
• The foundation models are hosted in IBM Cloud; your prompts are not sent to third-party platforms.
• IBM does not monitor or log foundation model output.
• Foundation model output is not stored unless you save the prompt that elicited the output as a prompt session asset.
• IBM does not claim ownership rights to foundation model outputs.
• IBM does not use your model outputs to improve IBM models.
• If watsonx.governance is provisioned, you can optionally monitor foundation model output. We would generally categorize ‘additional’ or ‘specialized’ mitigations for enterprise users as being specific to (i) model output risk and (ii) legal risk.    

Additional Model-Output Risk Mitigation for Enterprise Users:

On the model output side, IBM makes Granite Guardian available for use in watsonx.ai, so that users can set custom guardrails depending on their needs. The Granite Guardian family is a collection of models designed to judge if the input prompts and the output responses of an LLM based system meet specified criteria.

Link: https://github.com/ibm-granite/granite-guardian

Granite Guardian scores particularly well in the following fields: HR, finance, law, and education (which together constitutes enterprise use).

Legal Risk Mitigation for Enterprise Users:

In addition, IBM takes legal risk for our enterprise customers seriously. This cannot be just an afterthought. Enterprise users accessing Granite models from watsonx.ai get certain IP Indemnification protections from IBM covering their use. IBM provides further information on security and privacy for enterprise model use on watsonx.ai here: 

Link: https://dataplatform.cloud.ibm.com/docs/content/wsj/analyze-data/fm-security.html?context=wx&utm_source=chatgpt.com. 

Some additional relevant examples of mitigating measures for legal risk are found in the terms and conditions and other related policies in place, and include:

• IBM does not use your work to improve IBM models.
• IBM does not monitor or log foundation model input.
• Prompt remains encrypted while in transit.
• The foundation models are hosted in IBM Cloud; your prompts are not sent to third-party platforms."
Detection of machine-generated content,Are mechanisms that are used for detecting content generated by this model disclosed?,"A mechanism for detecting machine-generated content might include storing a copy of all outputs generated by the model to compare against, implementing a watermark on model outputs, adding cryptographic metadata (such as C2PA), or training a detector post-hoc to identify such content. We will award this point if any such mechanism is disclosed or if the developer reports that it does not have or use any such mechanism.","Given Granite's focus on small language models used in lower-risk applications and tasks, IBM does not use any mechanism for detecting content generated by the Granite model family at this point in time."
Documentation for responsible use,Does the developer provide documentation for responsible use by downstream developers?,"To receive a point, the developer should provide documentation for responsible use. This might include details on how to adjust API settings to promote responsible use, descriptions of how to implement mitigations, or guidelines for responsible use. We will also award this point if the developer states that it does not provide any such documentation. For example, the developer might state that the model is offered as is and downstream developers are accountable for using the model responsibly.","Yes, we provide detailed documentation for developers on responsible use through our Responsible Use Guide, available at the following link: https://www.ibm.com/granite/docs/resources/responsible-use-guide.pdf. 

This guide specifically targets responsible downstream use. Relevant abstract: This guide is a resource for business executives, product managers, developers, and other AI practitioners seeking to leverage foundation models in a responsible way for enterprise use. The Guide covers contemporary AI safety choices faced by model developers, overviews risk mitigation tools and resources, provides energy calculations for the sustainable use of IBM’s Granite models, and discusses other considerations for building and deploying responsible AI systems. Tools, best practices, and recommended actions in this Guide are tailored for enterprise users of opensource foundation models. Nonetheless, we expect that the tools, best practices, and recommended actions here- in will also inform broader corporate strategic decision making vis-à-vis the downstream deployment of AI technologies, capital allocation for AI safety projects, and ongoing discussion within public and private sectors on responsible AI systems.

Finally, please reference the Granite /docs page: https://www.ibm.com/granite/docs/ which includes links to relevant best practices, how-tos, and tutorials around important topics like agents and guardrails. "
Permitted and prohibited users,Is a description of who can and cannot use the model on the top-5 distribution channels disclosed?,We will award this point for a description of the company's policies for permitted and prohibitted users on its top-5 distribution channels. We will award this point if the developer has a more general acceptable use policy that it confirms applies across these distribution channels. We will award this point if there are no restrictions on users.,"For watsonx.ai, relevant use is governed by a general IBM acceptable use policy (https://www.ibm.com/granite/playground/terms/).  We reserve the right to restrict use if this use policy is violated.  As a general IBM policy, we do not sell IBM products or services to export controlled entities or persons on denied-parties lists or in countries under U.S. embargo.

Granite models are available on Hugging Face, Ollama, and LMStudio as opensource models under a permissive Apache 2.0 license via its respective distribution channels, which does not restrict model use.

For Replicate, use is goverened by their general Acceptable Use Policy, found here: https://replicate.com/acceptable-use-policy and terms of service, found here: https://replicate.com/terms

LMStudio use is goverened by their terms of service (https://lmstudio.ai/app-terms), which includes a section on User Conduct.

Hugging Face use is goverened by their terms of service (https://huggingface.co/terms-of-service) "
"Permitted, restricted, and prohibited uses","Which uses are explicitly allowed, conditionally permitted, or strictly disallowed under the acceptable use policy for the top-5 distribution channels?","We will award this point for a rough characterization of two or more of permitted, restricted, and prohibited uses across the top-5 distribution channels. We will award this point if the developer has a more general acceptable use policy that it confirms applies across these distribution channels. We will award this point if there are no restrictions on users.","watsonx.ai Ethical AI Use Sections (https://www.ibm.com/granite/playground/terms/)
""Client agrees not to, and not to direct or allow third parties, use foundation models in connection with the use of this Cloud Service : (i) for mass surveillance, racial profiling, or any use that violates or encourages the violation of basic human rights or other applicable laws and regulations; (ii) to distribute false, misleading, disparaging or obscene information or content; (iii) to provide fully automated decision making in connection use cases involving critical processes or the risk of loss of life, property or impact on an individual's legal rights; (iv) in a manner that impersonates another for deceptive purposes or conceals the fact a user is interacting with AI; or (v) to distribute or intentionally generate malware or other harmful code. 

Granite is not intended for use in a high risk context as defined under the EU AI Act or other applicable regulations.""

For  Replicate, Hugging Face, Ollama, and LMStudio, see the AUP/terms of service details above in Question 93."
AUP enforcement process,What are the methods used by the developer to enforce the acceptable policy?,"We will award this point if the developer discloses the processes (automated or manual) it uses to detect, review, and respond to potential acceptable use policy violations. We will award this point for a reasonable best-effort attempt to provide the bulk of this information, though one line indicating the developer reserves the right to terminate accounts is insufficient. Alternatively, we will award this point if the developer reports that it does not use such methods to enforce its acceptable use policy.","IBM utilizes various methods to enforce its acceptance use policy, such as, self-reporting for any high-risk activity and suspension after one or more violation(s) of the acceptance use policy."
AUP enforcement frequency,Are statistics on the developer's AUP enforcement disclosed?,"We will award this point if the developer discloses enforcement statistics (e.g., violation counts or actions taken) from its enforcement of its acceptable use policy. Alternatively, we will award this point if the developer reports that it does not enforce its acceptable use policy.", IBM does not publicly disclose statistics on developer’s AUP enforcement.
Regional policy variations,Are differences in the developer's acceptable use or model behavior policy across geographic regions disclosed?,"We will award this point if the developer discloses distinctions in its AUP or MBP and provides examples of differences in multiple specific regions, or states that no differences exist. For example, some jurisdictions impose content restrictions beyond those in the developer’s global policy that may necessesitate local deviations.","For watsonx, relevant terms of use may be found at the following link: https://www.ibm.com/granite/playground/terms/ (relevant section for the EU has been bolded below).

AI Use Restrictions
Client agrees not to, and not to direct or allow third parties, use foundation models in connection with the use of this Cloud Service : (i) for mass surveillance, racial profiling, or any use that violates or encourages the violation of basic human rights or other applicable laws and regulations; (ii) to distribute false, misleading, disparaging or obscene information or content; (iii) to provide fully automated decision making in connection use cases involving critical processes or the risk of loss of life, property or impact on an individual's legal rights; (iv) in a manner that impersonates another for deceptive purposes or conceals the fact a user is interacting with AI; or (v) to distribute or intentionally generate malware or other harmful code. 

This Cloud Service is not intended for use in a high risk context as defined under the EU AI Act or other applicable regulations."
Oversight mechanism,Does the developer have an internal or external body that reviews core issues regarding the model prior to deployment?,"We will award this point if the developer discloses that is has such an internal or external body and provides some description of its scope, or alternatively if the developer discloses that it has no such body. An oversight mechanism covers governance structure beyond mere external risk evaluation, asking whether a formal body regularly reviews design and deployment decisions. Core issues may include model objectives, data usage, or risk mitigation.","Yes, the IBM AI Ethics Board (“The Board"") is a central component of IBM's commitment to responsibly developing and deploying AI.  

The Board is comprised of a diverse and multidisciplinary group of leaders from across the company, including experts in AI research, legal affairs, policy, privacy, and business operations.  This diversity ensures a comprehensive approach to ethical considerations in AI development deployment.  

There are three primary missions of The Board: (a) to provide guidance and decision-making support as IBM develops, deploys, and uses AI and other technologies, (b) to ensure consistency with the company's values and (c) to advance trustworthy AI for IBM's clients, partners, and for society at large. 

The Board reviews Granite models, including proposed features and capabilities.  The Board provides feedback and development considerations on these models, prior to model release, enabling the research and technical teams to incorporate this feedback into the development process and supporting IBM's commitment to responsible and ethical technology development. 

For more information on the AI Ethics Board and its role please refer to https://www.ibm.com/artificial-intelligence/ai-ethics. 
"
Whistleblower protection,Does the developer disclose a whistleblower protection policy?,"We will award this point if the developer discloses (i) the existence of a whistleblower protection policy, (ii) what protections are afforded to whistleblowers, (iii) how reports are handled and investigated, and (iv) any external oversight of the whistleblower protection process. This might include protections for whistleblowers who report safety, ethical, or legal concerns related to the model. We will also award this point if the developer discloses that it has no such policy.",IBM has a whistleblower protection policy and no retaliation policy as a part of IBM's Business Conduct Guidelines (BCG) sections 1.3 and 1.4 (https://www.ibm.com/downloads/documents/us-en/10a9980400afd10c).  Allegations that may fall under the EU Whistleblowing Directive can be raised through Employee Concerns as well as other IBM Communication Channels.
Government commitments,What commitments has the developer made to government bodies?,We will award this point if the company provides an exhaustive list of commitments it has made to government bodies in the jurisdictions where it offers its model.,"IBM has signed onto five comprehensive voluntary AI commitments: the Canada’s Code of Conduct on GenAI Systems, the G7 Hiroshima Code of Conduct, (building on the Bletchley Declaration), the White House AI Commitments, the Seoul Summit Frontier AI Safety Commitments, and the EU AI Pact. IBM has also signed onto two additional disinformation voluntary commitments: Munich Tech Accord and the Bavaria Disinformation Alliance."
