Indicator,Definition,Notes,Disclosure,References,Score,Justification,New disclosure?
"Permitted, restricted, and prohibited model behaviors","Are model behaviors that are permitted, restricted, and prohibited disclosed?","We refer to a policy that includes this information as a model behavior policy, or a developer's policy on what the foundation model can and cannot do (e.g. such a policy may prohibit a model from generating child sexual abuse material). We recognize that different developers may adopt different business models and that some business models may make enforcement of a model behavior policy more or less feasible. We will award this point if at least two of the three categories (i.e. permitted, restricted, and prohibited model behaviors) are disclosed. Alternatively, we will award this point if the developer reports that it does not impose any restrictions on its model's behavior.","No, BigCode does not provide a specific standalone policy on forbidden and permitted uses of the models. However, an explicit list of restricted uses of the model are present in the BigCode OpenRAIL-M license, in Attachment A",Disclosed as part of FMTI v1.1,1,,Yes
Model behavior policy enforcement,Is the enforcement protocol for the model behavior policy disclosed?,"By enforcement protocol, we refer to mechanisms for identifying whether model behavior is permitted or prohibited and actions that may arise in the event the model behavior policy is violated. For example, the developer may make updates to the model in response to issues with the model’s adherence to the model behavior policy. We will award this point if there is a clear description of the enforcement protocol, or if the developer reports that it does not enforce its model behavior policy or that it has no such restrictions on the model’s behavior.","No, BigCode does not provide a specific standalone policy on forbidden and permitted uses of the models. However, an explicit list of restricted uses of the model are present in the BigCode OpenRAIL-M license, in Attachment A",Disclosed as part of FMTI v1.1,1,,Yes
Interoperability of usage and model behavior policies,Is the way that the usage policy and the model behavior policy interoperate disclosed?,"For example, if a user attempts to use the model for a prohibited use such as spam, how does the model behavior policy apply if at all? We will also award this point if the developer reports that it does not impose any restrictions on its model's behavior in the event of usage policy violation.","Both usage policy and model behavior policy are articulated and interoperate in a single instrument: the license agreement. More precisely, the agreement includes a Section on Conditions of Use and an Attachment A for use restrictions. Additional guidance is provided in the FAQ.",Disclosed as part of FMTI v1.1; https://huggingface.co/spaces/bigcode/bigcode-model-license-agreement ; https://www.bigcode-project.org/docs/pages/bigcode-openrail/ ,1,,Yes
User interaction with AI system,"For distribution channels with user-facing interfaces, are users notified (i) that they are interacting with an AI system, (ii) of the specific foundation model they are interacting with, and (iii) that outputs are machine-generated?","A user-facing interface refers to the means by which the user interacts with the foundation model, including how the user can observe outputs from the foundation model and other notifications. We will award this point if, for all distribution channels with user-facing interfaces, the user is provided adequate transparency as to the foundation model being distributed and the potential presence of any model outputs.","StarChat Playground includes ""This demo showcases a series of StarChat language models, which are fine-tuned versions of the StarCoder family to act as helpful coding assistants. The base model has 16B parameters and was pretrained on one trillion tokens sourced from 80+ programming languages, GitHub issues, Git commits, and Jupyter notebooks (all permissively licensed).""

Additional depth is covered in the blog post linked from this user-facing interface.","https://huggingface.co/spaces/HuggingFaceH4/starchat-playground

https://huggingface.co/blog/starchat-alpha",1,,No
Usage disclaimers,"For distribution channels with user-facing interfaces, are users provided with disclaimers involving model use?","A user-facing interface refers to the means by which the user interacts with the foundation model, including how the user can observe outputs from the foundation model and other notifications. Usage disclaimers could include information about what constitutes a usage policy violations or how users should interpret model outputs. We will award this point if, for all distribution channels with user-facing interfaces, the user is provided with usage disclaimers.","""As a model designed for coding tasks, the user should not expect the model to output relevant answers when prompted with a general-purpose question. When it comes to coding requests, the output of the model should be post-processed before testing them.""

"" Known Failure Modes: the alpha and beta version of StarChat have not been aligned to human preferences with techniques like RLHF, so they can produce problematic outputs (especially when prompted to do so). Since the base model was pretrained on a large corpus of code, it may produce code snippets that are syntactically valid but semantically incorrect. For example, it may produce code that does not compile or that produces incorrect results. It may also produce code that is vulnerable to security exploits. We have observed the model also has a tendency to produce false URLs which should be carefully inspected before clicking. For more details on the model’s limitations in terms of factuality and biases, see the model card.""","https://huggingface.co/datasets/bigcode/ta-prompt

https://huggingface.co/spaces/HuggingFaceH4/starchat-playground",1,,No
User data protection policy,"Are the protocols for how the developer stores, accesses, and shares user data disclosed?",We will also award this point if the developer reports that it has no user data protection policy.,Data is collected via the Hugging Face distribution channel for inference; see Hugging Face's privacy policy,https://huggingface.co/privacy,1,,No
Permitted and prohibited use of user data,Are permitted and prohibited uses of user data disclosed?,"Developers use user data for a range of purposes such as building future models, updating existing models, and evaluating both existing and future models. We will award this point if a developer discloses its policy on the use of user data from interactions associated with this model, including both permitted and prohibited uses. This may span different distribution channels if multiple channels supply user data to the developer. Alternatively, we will award this point if the developer reports it does not impose any limits on its use of user data.",Data is collected via the Hugging Face distribution channel for inference; see Hugging Face's privacy policy,https://huggingface.co/privacy,1,,No
Usage data access protocol,Is a protocol for granting external entities access to usage data disclosed?,"Usage data refers to the data created through user interaction with the model, such as user inputs to the model and associated metadata such as the duration of the interaction. A usage data access protocol refers to the steps, requirements, and considerations involved in granting external entities access to usage data; this goes beyond stating the conditions under which related personal information may be shared with external entities. We will award this point for a clear description of the usage data access protocol or if the developer reports it does not share usage data with external entities.","HF publicly shares model downloads via this page. BigCode is not part of Hugging Face's business of providing model inference services, so beyond the download data that is public, there is nothing else to share.",https://huggingface.co/api/models?author=bigcode&expand%5B%5D=downloadsAllTime,0,Section 3 of Hugging Face's privacy policy does not make clear if there is a mechanism for external entities to gain access to usage data,No
Versioning protocol,Is there a disclosed version and versioning protocol for the model?,"By versioning, we mean that each instance of the model is uniquely identified and that the model is guaranteed to not change when referring to a fixed version number; alternatively, the version clearly indicating a specific instance of the model may be able to change by noting that it is the ""latest"" or an ""unstable"" version. We recognize that different developers may adopt different versioning practices that may differ from standard semantic versioning practices used elsewhere in software engineering.","A model is made of many components that lead to one model. There is versioning information for some of these components, especially for the data stack. The model itself is on github and the hugging face platform. Hence, the different versions are accessible from there. 
The Hugging Face API allows to load models per version: (revision (str, optional, defaults to ""main"") — The specific model version to use. It can be a branch name, a tag name, or a commit id, since we use a git-based system for storing models and other artifacts on huggingface.co, so revision can be any identifier allowed by git.)",https://huggingface.co/datasets/bigcode/the-stack; https://huggingface.co/bigcode/starcoder/tree/main,1,,No
Change log,Is there a disclosed change log for the model?,"By change log, we mean a description associated with each change to the model (which should be indicated by a change in version number). We recognize that different developers may adopt different practices for change logs that may differ from practices used elsewhere in software engineering. We will award this point if the change log provides a clear description of changes that is legible to a technical audience.",Commit history is available on the HuggingFace platform.,https://huggingface.co/bigcode/starcoder/commits/main,1,,No
Deprecation policy,Is there a disclosed deprecation policy for the developer?,"By deprecation policy, we refer to a description of what it means for a model to be deprecated and how users should respond to the deprecation (e.g. instructions to migrate to a newer version). We will award this point for a clear disclosure of a deprecation policy or if there is no risk of deprication (e.g. if the developer openly releases model weights).",We release the weights so there’s no deprecation policy.,Disclosed as part of FMTI v1.1,1,,Yes
Feedback mechanism,Is a feedback mechanism disclosed?,"By feedback mechanism, we refer to a means for external entities to report feedback or issues that arise in relation to the foundation model. Such entities may include but are not necessarily limited to users. We will award this point if the developer discloses a feedback mechanism that has been implemented.","BigCode is an open-scientific collaboration, and there are multiple ways the global community can provide feedback, including BigCode Slack, GitHub Issues for StarCoder, Hugging Face community section for StarCoder, email to contact@bigcode-project.org, and on social media via the X platform. 

Section 2.1.1 of the BigCode Governance Card also states ""How can a data subject request that their data be removed: we provide an opt-out form that lets people opt out of having any code or text they put on GitHub be included in The Stack. Additionally, anyone who is concerned about specific data they have encountered in The Stack, for example relating to PII, malicious code, or code that has an incorrect license or attribution can email contact@bigcode-project.org. At the time of the data processing for the StarCoder model training, 44 people had opted out of The Stack and associated repositories were removed.""

View the various links to see active public engagement and feedback provided by the StarCoder community and user base.","https://www.bigcode-project.org/

contact@bigcode-project.org 

https://arxiv.org/pdf/2305.06161.pdf (section on opt-out)

https://arxiv.org/pdf/2312.03872.pdf 

https://github.com/bigcode-project/starcoder/issues 

https://huggingface.co/bigcode/starcoder/discussions 

https://twitter.com/BigCodeProject/with_replies",1,,No
Feedback summary,"Is a report or summary disclosed regarding the feedback the developer received or, alternatively, the way the developer responded to that feedback?","We recognize that there does not exist an authoritative or consensus standard for what is required in a feedback report. For this reason, we will award this point if there is a meaningful, though potentially vague or incomplete, summary of feedback received.","Issues are public on github, and discussions are visible on the HuggingFace platform.",https://github.com/bigcode-project/starcoder/issues; https://huggingface.co/bigcode/starcoder/discussions,1,Hugging Face discussions amount to feedback summaries,No
Government inquiries,Is a summary of government inquiries related to the model received by the developer disclosed?,"Such government inquiries might include requests for user data, requests that certain content be banned, or requests for information about a developer’s business practices. We recognize that there does not exist an authoritative or consensus standard for what is required for such a summary of government inquiries. For this reason, we will award this point if (i) there is a meaningful, though potentially vague or incomplete, summary of government inquiries, or (ii) a summary of government inquiries related to user data.","This was disclosed in the Governance Card timeline. ""On February 1, 2022, members of the BigCode core team were invited to meet with the European Parliament Innovation Lab. (Benetou, 2022a) At that meeting we shared details (Benetou, 2022b) of the project and answered questions from members of the Lab. Engaging with policymakers and regulators is an important part of the journey to inform and educate key stakeholders from the broader AI ecosystem."" This is the only request to date",https://huggingface.co/datasets/bigcode/governance-card,1,,Yes
Monitoring mechanism,"For each distribution channel, is a monitoring mechanism for tracking model use disclosed?","By monitoring mechanism, we refer to a specific protocol for tracking model use that goes beyond an acknowledgement that usage data is collected. We will also award this point for a reasonable best-effort attempt to describe monitoring mechanisms, or if a developer discloses that a distribution channel is not monitored.","The Hugging Face platform tracks and reports downloads and use of the models on each model page. At the time of answering this question on Feb 12, 2024, there were 18,712 downloads in the last month.",https://huggingface.co/bigcode/starcoder ,0,"While this disclosure is useful, it does not describe a monitoring mechanism for tracking use of the models only the creation of adapted versions of the model",No
Downstream applications,"Across all forms of downstream use, is the number of applications dependent on the foundation model disclosed?","We recognize that there does not exist an authoritative or consensus standard for what qualifies as an application. We will award this point if there is a meaningful estimate of the number of downstream applications, along with some description of what it means for an application to be dependent on the model.","The Hugging Face platform tracks and reports downloads and use of the models on each model page. At the time of answering this question on Feb 12, 2024, there were 118 Spaces using
bigcode/starcoder.",https://huggingface.co/bigcode/starcoder ,1,,No
Affected market sectors,"Across all downstream applications, is the fraction of applications corresponding to each market sector disclosed?","By market sector, we refer to an identifiable part of the economy. While established standards exist for describing market sectors, we recognize that developers may provide vague or informal characterizations of market impact. We will award this point if there is a meaningful, though potentially vague or incomplete, summary of affected market sectors.",,,0,,No
Affected individuals,"Across all forms of downstream use, is the number of individuals affected by the foundation model disclosed?","By affected individuals, we principally mean the number of potential users of applications. We recognize that there does not exist an authoritative or consensus standard for what qualifies as an affected individual. We will award this point if there is a meaningful estimate of the number of affected individuals along with a clear description of what it means for an individual to be affected by the model.",,,0,,No
Usage reports,Is a usage report that gives usage statistics describing the impact of the model on users disclosed?,"We recognize that there does not exist an authoritative or consensus standard for what is required in a usage report. Usage statistics might include, for example, a description of the major categories of harm that has been caused by use of the model. We will award this point if there is a meaningful, though potentially vague or incomplete, summary of usage statistics.","Hugging Face displays the metrics for downloads of the models and datasets.

The ServiceNow text-to-code LLM is a fine-tuned version of StarCoder.

From the ServiceNow 2023 Q4 Earnings Call transcript: “Our text to workflow capability dramatically increases developer productivity. ServiceNow's developers have been using text to code for several months. They are generating high-quality code using text to describe the type of code they want. This has increased our developer innovation speed by 52%.”",https://huggingface.co/bigcode/starcoder ,0,"While this disclosure is useful, it does not include a meaningful summary of usage statistics",No
Geographic statistics,"Across all forms of downstream use, are statistics of model usage across geographies disclosed?","We will award this point if there is a meaningful, though potentially incomplete or vague, disclosure of geographic usage statistics at the country-level.",,,0,,No
Redress mechanism,Is any mechanism to provide redress to users for harm disclosed?,We will also award this point if the developer reports it does not have any such redress mechanism.,The model is provided under an open RAIL license which includes a Limitation of Liability,,0,"While limitation of liability implies there may be no redress mechanism, this is not sufficiently clear",No
Centralized documentation for downstream use,Is documentation for downstream use centralized in a centralized artifact?,"Centralized documentation for downstream use refers to an artifact, or closely-linked artifacts, that consolidate relevant information for making use of or repurposing the model. Examples of these kinds of artifacts include a website with dedicated documentation information, a github repository with dedicated documentation information, and an ecosystem card. We recognize that different developers may take different approaches to centralizing information. We will award this point if there is a clearly-identified artifact(s) that contains the majority of substantive information (e.g. capabilities, limitations, risks, evaluations, distribution channels, model license, usage policies, model behavior policies, feedback and redress mechanisms, dependencies).",See the list of ecosystem resources on the BigCode Website and on Hugging Face.,,1,,No
Documentation for responsible downstream use,Is documentation for responsible downstream use disclosed?,"Such documentation might include details on how to adjust API settings to promote responsible use, descriptions of how to implement mitigations, or guidelines for responsible use. We will also award this point if the developer states that it does not provide any such documentation. For example, the developer might state that the model is offered as is and downstream developers are accountable for using the model responsibly.","Examples from the model card:

See the intended use page for guidelines on how to correctly use the model, since it is different to instruction tuned models and better suited to being a coding assistant.

See the attribution section for guidelines and best practices on attribution for code generated by the LLM.

Examples from the paper: 

""Deployments of StarCoder need to further challenge and adapt the model to prevent such behavior, e.g., through red- teaming (Perez et al., 2022), adversarial testing (Wan et al., 2023), and/or by adding a robust safety layer (OpenAI, 2023b).""

""To make these models more accessible to a wider audience, future research should investigate the performance and limitations of Code LLMs on other natural languages.""

""Generations from the model can be quickly checked to approximately assess the degree of overlap with the training corpus. The VSCode extension supports using this as a rapid, first-pass attribution method. However, this requires that matching strings are longer than a minimum size and does not attempt to filter common or generic code snippets. After the first pass check, users can use the full search index to further assess attribution.""",https://huggingface.co/bigcode/starcoderbase#intended-use; https://huggingface.co/bigcode/starcoderbase#attribution--other-requirements ,1,,No
